female,isei,w_fstuwt,wnrschbw,high_school,college,one_for,both_for,test_lang,pass_read,wvarstr,id
0,38,290.37671,112.09,0,0,0,0,1,0,48,99
0,26,290.37671,112.09,0,0,0,1,0,0,48,99
0,23,572.51257,34.639999,0,0,0,1,0,0,48,100
1,64,572.51257,34.639999,0,1,0,0,1,1,48,100
0,64,572.51257,34.639999,0,1,0,0,1,1,48,100
0,59,572.51257,34.639999,0,1,0,0,1,0,48,100
1,66,572.51257,34.639999,1,0,0,0,1,0,48,100
0,59,572.51257,34.639999,1,0,0,0,1,0,48,100
1,30,572.51257,34.639999,1,0,0,0,1,0,48,100
0,23,572.51257,34.639999,0,1,0,0,1,1,48,100
1,77,572.51257,34.639999,0,1,0,0,1,1,48,100
1,69,572.51257,34.639999,0,1,0,0,1,1,48,100
1,30,572.51257,34.639999,0,1,0,0,1,0,48,100
1,42,572.51257,34.639999,0,1,0,0,1,1,48,100
1,56,572.51257,34.639999,0,1,0,0,1,1,48,100
0,30,572.51257,34.639999,1,0,0,0,1,0,48,100
0,69,572.51257,34.639999,0,1,0,0,1,0,48,100
0,49,572.51257,34.639999,1,0,0,0,1,1,48,100
1,56,572.51257,34.639999,1,0,0,0,1,0,48,100
0,29,572.51257,34.639999,0,1,0,0,1,0,48,100
0,39,572.51257,34.639999,1,0,0,1,1,1,48,100
0,56,572.51257,34.639999,0,1,0,0,1,0,48,100
1,34,417.25259,27.219999,0,0,0,0,1,1,48,101
0,23,417.25259,27.219999,0,0,0,1,1,0,48,101
1,30,417.25259,27.219999,1,0,0,0,1,1,48,101
1,43,417.25259,27.219999,0,1,0,1,1,0,48,101
0,25,417.25259,27.219999,0,1,0,0,1,1,48,101
1,31,417.25259,27.219999,0,0,0,1,1,0,48,101
1,33,417.25259,27.219999,0,1,0,0,1,0,48,101
1,30,417.25259,27.219999,0,1,0,1,0,0,48,101
1,37,417.25259,27.219999,0,1,1,0,1,1,48,101
1,44,417.25259,27.219999,0,1,0,0,1,0,48,101
0,60,417.25259,27.219999,0,1,0,0,1,0,48,101
0,33,417.25259,27.219999,0,1,0,0,1,0,48,101
1,30,417.25259,27.219999,0,1,0,0,1,0,48,101
0,33,417.25259,27.219999,0,1,0,0,1,0,48,101
0,77,507.90579,39.450001,0,1,0,0,1,1,48,102
0,25,507.90579,39.450001,0,1,0,0,1,0,48,102
1,30,533.73151,39.450001,0,0,0,1,0,0,48,102
0,50,507.90579,39.450001,0,1,1,0,1,0,48,102
0,34,507.90579,39.450001,1,0,0,0,1,0,48,102
0,59,507.90579,39.450001,0,1,0,0,1,0,48,102
1,67,507.90579,39.450001,1,0,0,0,1,0,48,102
1,24,507.90579,39.450001,0,1,0,0,1,0,48,102
1,30,507.90579,39.450001,0,1,0,0,1,0,48,102
1,34,507.90579,39.450001,0,1,1,0,1,0,48,102
0,74,507.90579,39.450001,0,1,1,0,1,1,48,102
0,71,507.90579,39.450001,0,1,0,1,0,1,48,102
1,56,507.90579,39.450001,1,0,0,0,1,0,48,102
0,34,507.90579,39.450001,0,1,0,0,1,1,48,102
0,43,507.90579,39.450001,0,1,0,0,1,0,48,102
0,69,507.90579,39.450001,0,1,1,0,1,1,48,102
1,71,507.90579,39.450001,1,0,0,0,1,0,48,102
1,50,507.90579,39.450001,1,0,0,0,1,0,48,102
1,31,1003.414,65.839996,1,0,0,1,0,1,48,103
0,54,1003.414,65.839996,0,1,0,0,1,0,48,103
1,56,1003.414,65.839996,0,1,0,0,1,1,48,103
1,16,1003.414,65.839996,0,0,0,1,0,0,48,103
1,56,1003.414,65.839996,0,1,0,0,1,1,48,103
1,69,1003.414,65.839996,0,1,0,0,1,1,48,103
1,40,1003.414,65.839996,1,0,0,0,1,1,48,103
0,85,1003.414,65.839996,0,1,0,0,1,0,48,103
0,59,1003.414,65.839996,0,1,0,0,1,1,48,103
0,71,1003.414,65.839996,0,1,0,0,1,1,48,103
1,21,1003.414,65.839996,0,1,0,0,1,1,48,103
1,69,1003.414,65.839996,0,1,0,0,1,1,48,103
0,68,1003.414,65.839996,0,1,0,0,1,1,48,103
1,67,1003.414,65.839996,1,0,0,0,1,1,48,103
1,56,1003.414,65.839996,0,1,0,0,1,1,48,103
1,69,1003.414,65.839996,0,1,0,0,1,0,48,103
0,56,1003.414,65.839996,0,1,1,0,1,0,48,103
0,56,1003.414,65.839996,0,1,0,0,1,1,48,103
0,29,1003.414,65.839996,1,0,0,0,1,0,48,103
0,34,1003.414,65.839996,0,0,0,1,1,0,48,103
0,33,1003.414,65.839996,1,0,0,0,1,0,48,103
0,56,1003.414,65.839996,0,1,0,0,1,1,48,103
0,31,1003.414,65.839996,1,0,0,0,1,0,48,103
0,34,232.48711,67.879997,1,0,0,0,1,0,49,104
1,34,1518.995,86.730003,0,1,0,0,1,0,49,105
1,29,1518.995,86.730003,0,0,0,0,1,0,49,105
0,64,1518.995,86.730003,1,0,0,0,1,0,49,105
0,29,1518.995,86.730003,0,1,0,0,1,0,49,105
1,69,1518.995,86.730003,0,1,0,0,1,1,49,105
0,30,1518.995,86.730003,0,1,0,0,1,0,49,105
0,35,1072.421,196.53,0,1,0,0,1,0,50,106
0,50,946.34113,196.53,0,1,0,0,1,1,50,106
1,88,1072.421,196.53,0,1,0,0,1,1,50,106
0,56,1072.421,196.53,0,1,0,0,1,0,50,106
0,39,1072.421,196.53,0,1,0,0,1,1,50,106
1,67,1072.421,196.53,0,1,0,0,1,0,50,106
0,69,1072.421,196.53,0,1,0,0,1,1,50,106
1,74,1072.421,196.53,1,0,0,0,1,1,50,106
0,59,1072.421,196.53,0,1,0,0,1,0,50,106
0,66,946.34113,196.53,0,1,0,0,1,1,50,106
0,66,1072.421,196.53,0,1,1,0,0,0,50,106
1,85,1072.421,196.53,0,1,0,0,1,0,50,106
1,44,946.34113,196.53,1,0,0,0,1,1,50,106
1,85,946.34113,196.53,0,1,0,0,1,1,50,106
0,69,1072.421,196.53,0,1,0,0,1,1,50,106
0,58,1072.421,196.53,1,0,0,0,1,0,50,106
0,51,946.34113,196.53,0,1,0,0,1,0,50,106
1,53,946.34113,196.53,0,1,0,0,1,0,50,106
1,88,946.34113,196.53,0,1,0,0,1,1,50,106
1,56,1072.421,196.53,0,1,0,0,1,1,50,106
1,51,1072.421,196.53,0,1,0,0,1,0,50,106
1,88,1072.421,196.53,0,1,0,0,1,1,50,106
1,67,1072.421,196.53,0,1,0,0,1,1,50,106
1,56,1072.421,196.53,0,1,1,0,1,1,50,106
0,32,1072.421,196.53,1,0,0,0,1,1,50,106
0,53,342.96191,127.99,0,1,0,0,1,1,50,107
1,66,342.96191,127.99,0,1,0,0,1,1,50,107
0,54,342.96191,127.99,0,1,0,1,0,0,50,107
1,65,342.96191,127.99,0,1,0,0,1,1,50,107
0,70,342.96191,127.99,0,1,0,0,1,1,50,107
1,40,342.96191,127.99,1,0,0,0,1,1,50,107
0,51,342.96191,127.99,0,1,0,0,1,1,50,107
0,71,342.96191,127.99,0,1,0,1,1,1,50,107
1,71,342.96191,127.99,0,1,0,0,1,0,50,107
1,46,342.96191,127.99,0,1,0,1,1,0,50,107
1,30,342.96191,127.99,1,0,0,0,1,1,50,107
0,67,342.96191,127.99,0,1,0,1,0,1,50,107
1,41,342.96191,127.99,0,1,0,0,1,1,50,107
1,34,342.96191,127.99,1,0,0,0,1,1,50,107
1,23,342.96191,127.99,1,0,0,0,1,1,50,107
1,77,342.96191,127.99,0,1,0,0,1,1,50,107
1,67,342.96191,127.99,0,1,0,0,1,1,50,107
0,43,342.96191,127.99,1,0,0,0,1,0,50,107
1,66,342.96191,127.99,1,0,0,0,1,0,50,107
0,58,509.3501,40.790001,0,1,0,0,1,0,50,108
1,70,509.3501,40.790001,0,1,0,0,1,1,50,108
0,77,509.3501,40.790001,0,1,0,0,1,0,50,108
1,54,509.3501,40.790001,0,1,0,0,1,1,50,108
1,54,509.3501,40.790001,0,1,0,0,1,1,50,108
1,54,509.3501,40.790001,0,1,0,0,1,1,50,108
0,68,509.3501,40.790001,0,1,0,1,0,1,50,108
0,29,509.3501,40.790001,1,0,0,0,1,0,50,108
0,34,509.3501,40.790001,1,0,0,0,1,0,50,108
1,25,509.3501,40.790001,0,0,0,0,1,0,50,108
1,56,509.3501,40.790001,1,0,0,0,1,0,50,108
0,85,509.3501,40.790001,0,1,1,0,1,0,50,108
1,56,1815.993,76.370003,0,1,0,0,1,0,50,109
1,40,1815.993,76.370003,0,1,0,0,1,1,50,109
0,51,1815.993,76.370003,0,1,0,0,1,0,50,109
1,46,1815.993,76.370003,1,0,0,0,1,1,50,109
0,59,1815.993,76.370003,0,1,0,0,1,1,50,109
1,40,1815.993,76.370003,0,1,0,0,1,0,50,109
0,69,1815.993,76.370003,0,1,0,0,1,1,50,109
0,40,1815.993,76.370003,0,1,0,0,1,1,50,109
0,69,1815.993,76.370003,1,0,0,0,1,0,50,109
0,65,1815.993,76.370003,0,1,0,0,1,1,50,109
1,56,1815.993,76.370003,0,1,0,0,1,1,50,109
1,29,1815.993,76.370003,0,1,0,0,1,1,50,109
0,69,1815.993,76.370003,0,1,0,0,1,0,50,109
1,56,1815.993,76.370003,0,1,0,0,1,0,50,109
0,67,435.38889,46.849998,0,1,0,0,1,1,49,110
1,71,435.38889,46.849998,0,1,0,0,1,0,49,110
1,43,435.38889,46.849998,1,0,0,0,1,1,49,110
0,68,435.38889,46.849998,0,1,0,0,1,0,49,110
0,34,402.87021,46.849998,0,1,0,0,1,0,49,110
0,33,435.38889,46.849998,0,1,0,0,1,0,49,110
0,69,435.38889,46.849998,0,1,1,0,1,1,49,110
0,59,402.87021,46.849998,0,1,0,0,1,0,49,110
1,30,435.38889,46.849998,0,1,0,0,1,0,49,110
0,28,435.38889,46.849998,1,0,0,0,1,1,49,110
0,51,435.38889,46.849998,0,1,0,0,1,1,49,110
1,35,435.38889,46.849998,1,0,0,0,1,0,49,110
1,61,435.38889,46.849998,0,1,0,0,1,1,49,110
1,30,643.62109,40.25,1,0,0,0,1,0,49,111
0,39,643.62109,40.25,0,1,0,0,1,1,49,111
1,71,643.62109,40.25,0,1,0,0,1,1,49,111
1,40,695.57257,40.25,1,0,0,0,1,1,49,111
0,34,695.57257,40.25,0,1,0,1,0,0,49,111
0,53,695.57257,40.25,0,1,0,0,1,1,49,111
0,57,695.57257,40.25,0,1,0,0,1,0,49,111
0,59,695.57257,40.25,1,0,0,0,1,1,49,111
0,71,695.57257,40.25,0,1,0,0,1,0,49,111
1,69,695.57257,40.25,0,1,0,0,1,1,49,111
1,69,695.57257,40.25,0,1,0,0,1,1,49,111
1,43,695.57257,40.25,0,1,0,0,1,1,49,111
0,29,695.57257,40.25,0,0,0,0,1,1,49,111
1,71,695.57257,40.25,0,1,0,0,1,1,49,111
0,67,695.57257,40.25,0,1,0,0,1,1,49,111
0,53,695.57257,40.25,1,0,0,0,1,1,49,111
0,71,643.62109,40.25,1,0,0,0,1,1,49,111
1,33,695.57257,40.25,1,0,0,0,1,1,49,111
1,58,643.62109,40.25,0,1,0,0,1,0,49,111
1,39,643.62109,40.25,1,0,0,0,1,0,49,111
0,41,643.62109,40.25,0,1,0,0,1,0,49,111
1,54,669.9942,27.75,0,1,0,0,1,0,49,112
0,69,724.07452,27.75,0,1,0,0,1,1,49,112
0,54,724.07452,27.75,0,1,0,0,1,1,49,112
0,64,669.9942,27.75,0,1,0,0,1,0,49,112
1,66,724.07452,27.75,0,1,0,0,1,1,49,112
0,69,724.07452,27.75,0,1,0,0,1,0,49,112
1,39,669.9942,27.75,0,1,0,0,1,0,49,112
1,54,724.07452,27.75,0,1,0,0,1,1,49,112
1,30,724.07452,27.75,1,0,0,0,1,0,49,112
1,67,669.9942,27.75,0,1,0,1,0,0,49,112
0,88,724.07452,27.75,0,1,0,0,1,0,49,112
0,29,724.07452,27.75,1,0,0,0,1,0,49,112
1,37,669.9942,27.75,1,0,0,0,1,1,49,112
1,88,669.9942,27.75,0,1,0,0,1,1,49,112
1,69,669.9942,27.75,0,1,0,0,1,1,49,112
1,46,767.54639,50.689999,0,1,0,0,1,0,49,113
0,34,767.54639,50.689999,1,0,0,0,1,0,49,113
1,43,767.54639,50.689999,0,1,0,0,1,1,49,113
1,50,767.54639,50.689999,1,0,0,0,1,0,49,113
1,69,767.54639,50.689999,0,1,0,0,1,1,49,113
1,68,767.54639,50.689999,0,1,1,0,1,0,49,113
0,51,767.54639,50.689999,0,1,0,0,1,1,49,113
1,16,767.54639,50.689999,1,0,0,0,1,0,49,113
0,51,767.54639,50.689999,1,0,0,0,1,0,49,113
0,71,767.54639,50.689999,0,1,0,0,1,0,49,113
1,51,767.54639,50.689999,0,1,0,0,1,1,49,113
1,33,767.54639,50.689999,1,0,0,0,1,0,49,113
1,55,767.54639,50.689999,0,1,0,0,1,1,49,113
1,29,767.54639,50.689999,1,0,0,0,1,1,49,113
1,56,767.54639,50.689999,0,1,0,0,1,1,49,113
1,31,767.54639,50.689999,0,0,1,0,0,0,49,113
0,50,767.54639,50.689999,0,1,0,0,1,0,49,113
0,69,767.54639,50.689999,0,1,0,0,1,1,49,113
1,29,767.54639,50.689999,1,0,0,0,1,0,49,113
0,21,2464.24,1905.9,0,0,0,1,0,0,50,114
0,30,2464.24,1905.9,0,0,0,1,0,0,50,114
1,56,732.32599,62.610001,0,1,0,0,1,1,50,115
0,67,732.32599,62.610001,0,1,0,1,0,0,50,115
0,35,677.62939,62.610001,0,1,0,0,1,1,50,115
0,85,732.32599,62.610001,0,1,0,0,1,1,50,115
0,51,732.32599,62.610001,0,1,0,0,1,0,50,115
0,16,732.32599,62.610001,0,0,0,1,0,1,50,115
1,56,732.32599,62.610001,1,0,0,0,1,1,50,115
1,69,732.32599,62.610001,1,0,0,0,1,1,50,115
1,51,677.62939,62.610001,0,1,0,0,1,0,50,115
0,68,677.62939,62.610001,0,1,1,0,0,1,50,115
0,34,677.62939,62.610001,0,0,0,1,0,1,50,115
1,85,732.32599,62.610001,0,1,0,0,1,0,50,115
1,50,677.62939,62.610001,1,0,0,1,0,0,50,115
1,54,677.62939,62.610001,0,1,0,1,0,0,50,115
0,44,732.32599,62.610001,0,0,0,1,0,0,50,115
0,35,677.62939,62.610001,1,0,0,0,1,0,50,115
1,59,732.32599,62.610001,0,1,0,1,1,1,50,115
1,40,732.32599,62.610001,1,0,0,0,1,1,50,115
1,34,660.39941,59.830002,0,1,0,0,1,0,50,116
0,54,660.39941,59.830002,0,1,0,0,1,0,50,116
1,34,611.07489,59.830002,0,1,0,1,1,0,50,116
0,34,611.07489,59.830002,0,0,1,0,1,0,50,116
1,21,611.07489,59.830002,0,1,0,0,1,0,50,116
0,30,611.07489,59.830002,0,1,0,0,1,0,50,116
1,34,611.07489,59.830002,1,0,1,0,0,0,50,116
0,53,660.39941,59.830002,0,1,1,0,1,0,50,116
1,25,660.39941,59.830002,1,0,0,0,1,0,50,116
0,30,611.07489,59.830002,0,0,0,0,1,0,50,116
1,34,660.39941,59.830002,1,0,0,0,1,0,50,116
1,31,660.39941,59.830002,0,0,1,0,1,0,50,116
1,30,660.39941,59.830002,0,0,1,0,1,0,50,116
1,34,611.07489,59.830002,0,0,0,0,1,0,50,116
1,33,611.07489,59.830002,0,1,0,0,1,0,50,116
1,30,611.07489,59.830002,0,1,1,0,0,1,50,116
1,56,745.01257,57.5,0,1,0,0,1,0,50,117
0,34,745.01257,57.5,0,0,1,0,0,0,50,117
0,31,745.01257,57.5,0,0,1,0,0,0,50,117
1,67,745.01257,57.5,0,1,1,0,1,0,50,117
0,34,745.01257,57.5,0,0,0,0,1,0,50,117
1,43,745.01257,57.5,0,1,0,0,0,0,50,117
1,44,745.01257,57.5,0,0,1,0,1,0,50,117
0,23,745.01257,57.5,1,0,0,1,0,1,50,117
1,29,745.01257,57.5,0,0,0,1,0,0,50,117
0,56,544.79138,38.34,1,0,1,0,1,1,50,118
1,59,544.79138,38.34,1,0,1,0,1,0,50,118
1,38,588.76569,38.34,0,1,1,0,1,0,50,118
0,69,588.76569,38.34,0,0,0,0,1,0,50,118
1,28,588.76569,38.34,0,1,0,0,1,1,50,118
1,40,588.76569,38.34,1,0,0,1,0,0,50,118
0,23,588.76569,38.34,0,0,0,1,1,0,50,118
1,30,588.76569,38.34,1,0,1,0,1,1,50,118
0,29,588.76569,38.34,0,0,0,1,0,0,50,118
0,30,544.79138,38.34,1,0,0,1,0,0,50,118
1,37,588.76569,38.34,1,0,1,0,1,0,50,118
0,58,544.79138,38.34,1,0,0,0,1,0,50,118
1,41,544.79138,38.34,1,0,0,0,1,0,50,118
1,34,413.46069,35.459999,1,0,0,1,0,0,50,119
0,77,413.46069,35.459999,0,1,1,0,1,0,50,119
1,34,413.46069,35.459999,0,0,0,0,1,0,50,119
1,54,413.46069,35.459999,0,0,0,1,0,0,50,119
1,29,413.46069,35.459999,0,0,1,0,0,0,50,119
1,66,413.46069,35.459999,0,1,0,0,1,0,50,119
0,34,413.46069,35.459999,0,0,1,0,1,0,50,119
1,21,413.46069,35.459999,0,0,0,1,0,0,50,119
1,33,413.46069,35.459999,0,1,0,0,1,0,50,119
1,23,382.5798,35.459999,1,0,0,1,0,0,50,119
0,50,413.46069,35.459999,1,0,0,1,0,0,50,119
0,55,413.46069,35.459999,0,1,0,0,1,1,50,119
1,24,413.46069,35.459999,0,0,0,0,1,1,50,119
0,56,413.46069,35.459999,0,1,0,0,0,0,50,119
1,30,382.5798,35.459999,0,1,0,0,1,0,50,119
0,56,413.46069,35.459999,0,1,0,0,1,1,50,119
0,35,486.81711,34.669998,0,1,1,0,0,0,50,120
0,45,486.81711,34.669998,0,1,0,0,1,0,50,120
0,29,486.81711,34.669998,0,0,0,1,0,0,50,120
0,24,486.81711,34.669998,1,0,0,1,0,0,50,120
0,24,486.81711,34.669998,0,0,0,1,0,0,50,120
0,43,486.81711,34.669998,0,1,0,0,1,0,50,120
1,42,1058.276,32.610001,1,0,0,0,1,0,50,121
0,45,979.23492,32.610001,0,1,0,0,1,0,50,121
1,50,1058.276,32.610001,1,0,0,0,1,0,50,121
1,59,1058.276,32.610001,0,1,0,0,1,1,50,121
1,69,979.23492,32.610001,0,1,0,0,0,0,50,121
1,51,1058.276,32.610001,0,1,1,0,1,1,50,121
1,30,979.23492,32.610001,1,0,0,0,1,0,50,121
0,29,979.23492,32.610001,0,0,0,1,0,0,50,121
0,59,979.23492,32.610001,0,1,0,0,1,0,50,121
1,27,979.23492,32.610001,0,0,0,1,1,0,50,121
1,29,979.23492,32.610001,0,0,0,1,0,0,50,121
0,59,1058.276,32.610001,1,0,0,0,1,0,50,121
0,43,1058.276,32.610001,0,1,0,0,1,0,50,121
1,30,979.23492,32.610001,0,0,0,1,0,1,50,121
1,69,1051.3459,31.25,1,0,0,0,1,1,50,122
1,69,1051.3459,31.25,0,1,0,0,1,0,50,122
1,32,1051.3459,31.25,0,0,0,1,0,0,50,122
1,30,1136.208,31.25,0,1,0,0,1,0,50,122
0,69,1051.3459,31.25,0,1,0,0,1,0,50,122
0,23,1051.3459,31.25,0,0,0,1,0,0,50,122
1,45,1136.208,31.25,1,0,0,0,1,0,50,122
0,33,1136.208,31.25,1,0,0,0,1,0,50,122
0,51,209.242,98.279999,0,1,0,0,1,0,4,123
0,56,209.242,98.279999,0,1,0,0,1,0,4,123
0,43,209.242,98.279999,0,1,0,0,1,0,4,123
0,59,209.242,98.279999,0,1,0,0,1,0,4,123
0,67,209.242,98.279999,0,1,0,0,1,0,4,123
1,30,209.242,98.279999,0,1,0,1,0,0,4,123
0,59,209.242,98.279999,0,1,0,0,1,0,4,123
0,40,209.242,98.279999,1,0,0,1,1,0,4,123
0,40,209.242,98.279999,0,1,0,1,1,1,4,123
1,49,209.242,98.279999,0,1,1,0,1,0,4,123
1,50,209.242,98.279999,0,1,0,0,1,0,4,123
0,77,209.242,98.279999,0,1,0,0,1,0,4,123
1,30,209.242,98.279999,1,0,0,1,1,1,4,123
0,19,851.75403,31.16,0,1,0,0,1,1,6,124
0,34,851.75403,31.16,1,0,0,0,1,1,6,124
0,40,851.75403,31.16,0,1,1,0,1,1,6,124
0,59,851.75403,31.16,1,0,0,0,1,0,6,124
0,54,851.75403,31.16,0,1,0,0,1,1,6,124
1,34,851.75403,31.16,0,1,0,0,1,0,6,124
1,85,851.75403,31.16,0,1,0,0,1,1,6,124
1,59,851.75403,31.16,1,0,0,0,1,0,6,124
0,49,738.55859,31.16,0,0,0,0,1,0,6,124
0,44,851.75403,31.16,0,1,1,0,1,1,6,124
1,34,851.75403,31.16,1,0,0,1,1,1,6,124
0,49,1069.089,17.940001,1,0,0,1,0,0,8,125
1,38,1069.089,17.940001,0,1,0,1,1,1,8,125
0,59,927.01038,17.940001,0,0,1,0,1,0,8,125
0,51,1069.089,17.940001,0,1,0,0,1,0,8,125
0,43,1069.089,17.940001,0,0,0,1,0,0,8,125
0,69,1486.144,110.48,0,1,0,0,1,0,28,126
1,43,1486.144,110.48,0,1,0,0,1,1,28,126
0,34,1486.144,110.48,0,1,0,0,1,1,28,126
1,71,1486.144,110.48,0,1,0,0,1,1,28,126
1,35,1486.144,110.48,1,0,1,0,1,1,28,126
1,40,1486.144,110.48,1,0,0,0,1,0,28,126
0,43,1671.912,110.48,0,1,0,0,1,0,28,126
1,54,1486.144,110.48,0,1,0,0,1,1,28,126
0,59,1671.912,110.48,0,1,0,0,1,1,28,126
1,37,1486.144,110.48,1,0,0,0,1,0,28,126
0,59,1486.144,110.48,1,0,0,0,1,0,28,126
0,30,1486.144,110.48,1,0,0,0,1,1,28,126
1,51,1671.912,110.48,1,0,0,0,1,1,28,126
1,56,1671.912,110.48,0,1,0,0,1,1,28,126
0,34,321.09052,90.949997,0,1,0,1,0,0,34,127
1,69,278.41849,90.949997,0,0,0,1,0,0,34,127
1,30,321.09052,90.949997,0,1,0,1,0,0,34,127
1,16,321.09052,90.949997,1,0,0,0,1,0,34,127
0,34,321.09052,90.949997,1,0,0,0,1,0,34,127
1,30,321.09052,90.949997,0,1,0,0,1,0,34,127
0,34,321.09052,90.949997,1,0,0,0,1,0,34,127
0,66,321.09052,90.949997,1,0,0,0,1,0,34,127
0,53,321.09052,90.949997,1,0,0,0,1,0,34,127
1,68,321.09052,90.949997,0,1,0,1,1,0,34,127
0,23,321.09052,90.949997,1,0,0,0,0,0,34,127
1,32,278.41849,90.949997,1,0,0,1,1,0,34,127
1,30,647.53888,77.540001,1,0,0,0,1,0,34,128
0,53,561.48297,77.540001,1,0,0,0,1,0,34,128
0,34,647.53888,77.540001,0,1,0,1,0,0,34,128
1,30,647.53888,77.540001,0,1,0,0,1,0,34,128
0,43,647.53888,77.540001,0,1,0,1,0,0,34,128
0,27,647.53888,77.540001,0,1,0,0,0,0,34,128
1,49,590.41901,44.389999,0,1,0,1,0,0,34,129
0,67,590.41901,44.389999,0,1,0,0,1,1,34,129
1,53,590.41901,44.389999,1,0,0,0,1,1,34,129
0,70,590.41901,44.389999,0,1,0,0,1,1,34,129
1,71,590.41901,44.389999,0,1,0,0,1,1,34,129
1,77,590.41901,44.389999,0,1,0,0,1,0,34,129
0,40,590.41901,44.389999,1,0,0,0,1,1,34,129
1,30,590.41901,44.389999,1,0,0,0,1,1,34,129
0,34,590.41901,44.389999,1,0,0,0,1,1,34,129
1,40,590.41901,44.389999,0,1,0,0,1,1,34,129
1,21,590.41901,44.389999,1,0,0,0,1,0,34,129
1,37,590.41901,44.389999,1,0,1,0,1,0,34,129
1,70,590.41901,44.389999,0,1,0,0,1,1,34,129
0,30,590.41901,44.389999,1,0,0,0,1,1,34,129
0,27,590.41901,44.389999,1,0,0,0,1,0,34,129
0,34,590.41901,44.389999,1,0,0,0,1,0,34,129
1,27,590.41901,44.389999,1,0,0,1,1,1,34,129
0,69,1003.356,324.76001,0,1,0,0,1,1,34,130
1,59,1128.776,324.76001,0,1,0,0,1,1,34,130
1,54,1003.356,324.76001,1,0,0,0,1,1,34,130
1,51,1128.776,324.76001,1,0,0,0,1,0,34,130
1,69,1003.356,324.76001,0,1,0,0,1,1,34,130
0,85,1003.356,324.76001,0,1,0,0,1,1,34,130
1,64,1003.356,324.76001,1,0,1,0,1,1,34,130
0,88,1128.776,324.76001,0,1,0,0,1,1,34,130
1,59,1003.356,324.76001,0,1,0,0,1,0,34,130
0,50,1128.776,324.76001,0,1,0,0,1,1,34,130
0,69,1003.356,324.76001,0,1,0,0,1,1,34,130
0,69,1003.356,324.76001,0,1,0,0,1,0,34,130
1,34,1003.356,324.76001,0,1,0,0,1,1,34,130
0,44,1128.776,324.76001,0,1,0,0,1,0,34,130
0,59,1128.776,324.76001,0,1,0,0,1,0,34,130
0,70,1128.776,324.76001,0,1,0,0,1,1,34,130
0,43,1128.776,324.76001,0,1,0,0,1,1,34,130
1,69,1003.356,324.76001,0,1,0,0,1,1,34,130
0,88,1003.356,324.76001,0,1,0,0,1,1,34,130
0,43,1003.356,324.76001,0,1,0,0,1,1,34,130
0,61,1003.356,324.76001,0,1,0,0,1,0,34,130
0,70,1128.776,324.76001,0,1,0,0,1,1,34,130
0,54,1128.776,324.76001,0,1,1,0,1,0,34,130
0,67,1003.356,324.76001,1,0,0,0,1,0,34,130
0,37,809.39191,480.14999,1,0,0,0,1,1,40,131
0,37,809.39191,480.14999,0,1,0,0,1,0,40,131
1,30,809.39191,480.14999,1,0,0,0,1,0,40,131
1,59,809.39191,480.14999,0,1,0,0,1,1,40,131
0,69,944.29053,480.14999,0,1,0,0,1,1,40,131
1,41,809.39191,480.14999,0,1,0,0,1,1,40,131
0,43,809.39191,480.14999,0,1,0,0,1,1,40,131
0,29,809.39191,480.14999,1,0,0,0,1,0,40,131
1,59,809.39191,480.14999,0,1,0,0,1,1,40,131
1,37,809.39191,480.14999,1,0,0,0,1,1,40,131
0,29,809.39191,480.14999,0,1,0,0,1,0,40,131
0,59,944.29053,480.14999,0,1,0,0,1,1,40,131
0,69,809.39191,480.14999,0,1,0,0,1,0,40,131
1,69,809.39191,480.14999,0,1,0,0,1,1,40,131
0,32,850.10889,151.52,1,0,1,0,1,1,38,132
1,24,850.10889,151.52,1,0,0,0,1,0,38,132
0,29,997.6026,151.52,0,0,0,0,1,0,38,132
0,34,997.6026,151.52,0,0,0,0,1,0,38,132
1,34,997.6026,151.52,1,0,0,0,1,0,38,132
1,34,850.10889,151.52,1,0,0,0,1,0,38,132
1,21,850.10889,151.52,1,0,0,0,1,0,38,132
0,29,850.10889,151.52,0,1,0,0,1,0,38,132
0,19,997.6026,151.52,1,0,0,0,1,0,38,132
1,59,850.10889,151.52,0,1,0,0,1,0,38,132
0,34,850.10889,151.52,0,0,0,0,1,0,38,132
0,69,997.6026,151.52,0,1,0,1,0,0,38,132
0,71,997.6026,151.52,0,1,0,0,1,0,38,132
1,29,997.6026,151.52,1,0,0,0,1,0,38,132
0,69,850.10889,151.52,1,0,0,0,1,1,38,132
1,71,1119.385,1049.42,0,1,0,0,1,1,39,133
0,49,1119.385,1049.42,0,1,0,0,1,1,39,133
0,29,1119.385,1049.42,0,1,0,0,1,1,39,133
1,38,1119.385,1049.42,1,0,0,0,1,0,39,133
1,30,1268.519,1049.42,1,0,0,0,1,0,39,133
1,19,1268.519,1049.42,0,0,0,0,1,0,39,133
1,77,1268.519,1049.42,0,1,0,0,1,1,39,133
0,69,1425.567,52.580002,0,1,0,0,1,1,30,134
1,34,1747.469,52.580002,0,1,0,1,1,0,30,134
0,88,1425.567,52.580002,0,1,0,1,1,1,30,134
0,87,1425.567,52.580002,0,1,0,0,1,0,30,134
0,74,1425.567,52.580002,0,1,0,0,1,1,30,134
1,56,1931.4139,52.580002,0,1,1,0,1,1,30,134
1,70,1425.567,52.580002,0,1,0,0,1,1,30,134
1,74,1747.469,52.580002,0,1,0,1,0,1,30,134
